Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC21100,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21100,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21108,SAL21108,Greta,3675,VIC,Victoria,Rural locality,Wangaratta,Rest of VIC,171,41.005,-36.54134,146.28095,Australia/Melbourne,state suburbs
SSC21108,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21108,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21116,SAL21116,Guildford,3451,VIC,Victoria,Rural locality,Hepburn,Rest of VIC,365,52.43,-37.18946,144.16677,Australia/Melbourne,state suburbs
SSC60253,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60253,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60255,SAL60255,Guildford,7321,TAS,Tasmania,Rural locality,Waratah/Wynyard,Rest of TAS,639,587.15,-41.46818,145.67923,Australia/Hobart,state suburbs
SSC50600,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50600,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50602,SAL50602,Halls Creek,6770,WA,Western Australia,Urban locality,Halls Creek,Rest of WA,405,43.954,-18.22526,127.67261,Australia/Perth,state suburbs
SSC11834,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11834,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11841,SAL11841,Halls Creek,2346,NSW,New South Wales,Rural locality,Tamworth Regional,Rest of NSW,552,472.861,-30.76017,150.94919,Australia/Sydney,state suburbs
SSC60257,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60257,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60259,SAL60259,Hamilton,7140,TAS,Tasmania,Rural locality,Central Highlands,Rest of TAS,247,129.069,-42.54755,146.87081,Australia/Hobart,state suburbs
SSC40550,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40550,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40556,SAL40556,Hamilton,5373,SA,South Australia,Rural locality,Light,Rest of SA,376,86.231,-34.22577,138.90268,Australia/Adelaide,state suburbs
SSC21121,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21121,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21129,SAL21129,Hamilton,3300,VIC,Victoria,Urban locality,Southern Grampians,Rest of VIC,176,198.337,-37.74637,142.01476,Australia/Melbourne,state suburbs
SSC40554,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40554,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40560,SAL40560,Hampden,5374,SA,South Australia,Rural locality,Goyder,Rest of SA,446,31.53,-34.16023,139.01455,Australia/Adelaide,state suburbs
SSC31304,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31304,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31292,SAL31292,Hampden,4741,QLD,Queensland,Rural locality,Mackay,Rest of QLD,79,47.667,-21.0851,148.95126,Australia/Brisbane,state suburbs
SSC21127,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21127,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21135,SAL21135,Happy Valley,3360,VIC,Victoria,Rural locality,Golden Plains,Rest of VIC,329,20.235,-37.72663,143.59647,Australia/Melbourne,state suburbs
SSC31307,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31307,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31295,SAL31295,Happy Valley,4825,QLD,Queensland,Urban locality,Mount Isa,Rest of QLD,359,0.615,-20.74868,139.49023,Australia/Brisbane,state suburbs
SSC40085,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40085,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40086,SAL40086,Beaumonts,5320,SA,South Australia,Rural locality,Mid Murray,Rest of SA,11,0.15,-34.04504,139.67875,Australia/Adelaide,state suburbs
SSC21136,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21136,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21145,SAL21145,Hastings,3915,VIC,Victoria,Major Urban locality,Mornington Peninsula,Greater Melbourne,10,25.906,-38.29793,145.1868,Australia/Melbourne,state suburbs
SSC50614,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50614,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50616,SAL50616,Hastings,6308,WA,Western Australia,Rural locality,Wandering,Rest of WA,357,206.472,-32.54968,116.79172,Australia/Perth,state suburbs
SSC21140,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21140,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21149,SAL21149,Havilah,3737,VIC,Victoria,Rural locality,Alpine,Rest of VIC,514,7.454,-36.62132,146.91364,Australia/Melbourne,state suburbs
SSC11871,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11871,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11878,SAL11878,Havilah,2850,NSW,New South Wales,Rural locality,Mid-Western Regional,Rest of NSW,532,43.382,-32.63073,149.7518,Australia/Sydney,state suburbs
SSC50616,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50616,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50618,SAL50618,Hay,6333,WA,Western Australia,Rural locality,Denmark,Rest of WA,23,94.257,-34.92313,117.42657,Australia/Perth,state suburbs
SSC11874,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11874,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11881,SAL11881,Hay,2711,NSW,New South Wales,Urban locality,Hay,Rest of NSW,88,1946.916,-34.37832,144.83833,Australia/Sydney,state suburbs
SSC21162,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21162,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21171,SAL21171,Henty,3312,VIC,Victoria,Rural locality,Glenelg,Rest of VIC,118,60.599,-37.65203,141.5299,Australia/Melbourne,state suburbs
SSC11892,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11892,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11899,SAL11899,Henty,2658,NSW,New South Wales,Urban locality,Greater Hume Shire,Rest of NSW,238,354.122,-35.52369,147.03511,Australia/Sydney,state suburbs
SSC31341,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31341,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31329,SAL31329,Highbury,4892,QLD,Queensland,Rural locality,Mareeba,Rest of QLD,83,2167.894,-16.32234,142.88883,Australia/Brisbane,state suburbs
SSC50632,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50632,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50634,SAL50634,Highbury,6313,WA,Western Australia,Rural locality,Narrogin,Rest of WA,313,542.391,-33.0977,117.22869,Australia/Perth,state suburbs
SSC31346,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31346,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31335,SAL31335,Highland Plains,4454,QLD,Queensland,Rural locality,Maranoa,Rest of QLD,361,207.809,-25.86709,148.76284,Australia/Brisbane,state suburbs
SSC40584,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40584,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40590,SAL40590,Hill River,5453,SA,South Australia,Rural locality,Clare and Gilbert Valleys,Rest of SA,428,108.801,-33.80166,138.68503,Australia/Adelaide,state suburbs
SSC50635,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50635,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50637,SAL50637,Hill River,6521,WA,Western Australia,Rural locality,Dandaragan,Rest of WA,138,623.253,-30.25776,115.29366,Australia/Perth,state suburbs
SSC11904,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11904,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11912,SAL11912,Hill Top,2628,NSW,New South Wales,Rural locality,Snowy Monaro Regional,Rest of NSW,1150,39.669,-36.32914,148.69492,Australia/Sydney,state suburbs
SSC21183,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21183,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21192,SAL21192,Hillside,3875,VIC,Victoria,Rural locality,East Gippsland,Rest of VIC,45,61.745,-37.8463,147.51993,Australia/Melbourne,state suburbs
SSC50638,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50638,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50640,SAL50640,Hillside,6312,WA,Western Australia,Rural locality,Narrogin,Rest of WA,372,41.681,-32.89641,117.21315,Australia/Perth,state suburbs
SSC31355,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31355,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11924,SAL11924,Hobartville,4724,QLD,Queensland,Rural locality,Barcaldine,Rest of QLD,365,2246.194,-23.33523,146.37005,Australia/Brisbane,state suburbs
SSC31367,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31367,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31353,SAL31353,Homebush,4740,QLD,Queensland,Rural locality,Mackay,Rest of QLD,24,60.48,-21.2708,149.05177,Australia/Brisbane,state suburbs
SSC21189,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21189,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21198,SAL21198,Homebush,3465,VIC,Victoria,Rural locality,Pyrenees,Rest of VIC,241,37.661,-37.03975,143.52868,Australia/Melbourne,state suburbs
SSC50651,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50651,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50653,SAL50653,Hopeland,6125,WA,Western Australia,Rural locality,Serpentine-Jarrahdale,Greater Perth,18,51.391,-32.37778,115.89168,Australia/Perth,state suburbs
SSC31372,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31372,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31358,SAL31358,Hopeland,4413,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,321,274.507,-26.88396,150.6655,Australia/Brisbane,state suburbs
SSC50652,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50652,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50654,SAL50654,Hopetoun,6348,WA,Western Australia,Urban locality,Ravensthorpe,Rest of WA,21,538.349,-33.8611,120.09217,Australia/Perth,state suburbs
SSC21192,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21192,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21201,SAL21201,Hopetoun,3396,VIC,Victoria,Rural locality,Yarriambiack,Rest of VIC,77,914.866,-35.69838,142.3663,Australia/Melbourne,state suburbs
SSC50657,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50657,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50659,SAL50659,Howick,6450,WA,Western Australia,Rural locality,Esperance,Rest of WA,87,1140.735,-33.77303,122.89239,Australia/Perth,state suburbs
SSC11949,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11949,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11956,SAL11956,Howick,2330,NSW,New South Wales,Rural locality,Singleton,Rest of NSW,155,50.868,-32.4353,150.93219,Australia/Sydney,state suburbs
SSC11953,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11953,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11960,SAL11960,Hungerford,2840,NSW,New South Wales,Rural locality,Bourke,Rest of NSW,123,1586.902,-29.20305,144.61733,Australia/Sydney,state suburbs
SSC31389,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31389,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31375,SAL31375,Hungerford,4493,QLD,Queensland,Rural locality,Bulloo,Rest of QLD,121,6145.694,-28.71004,144.31407,Australia/Brisbane,state suburbs
SSC40614,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40614,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40620,SAL40620,Inglewood,5133,SA,South Australia,Rural locality,Adelaide Hills,Greater Adelaide,350,14.1,-34.8024,138.79118,Australia/Adelaide,state suburbs
SSC31408,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31408,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31392,SAL31392,Inglewood,4387,QLD,Queensland,Urban locality,Goondiwindi,Rest of QLD,289,357.059,-28.39208,151.07729,Australia/Brisbane,state suburbs
SSC31412,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31412,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31396,SAL31396,Inkerman,4806,QLD,Queensland,Rural locality,Burdekin,Rest of QLD,4,80.153,-19.71428,147.49096,Australia/Brisbane,state suburbs
SSC40616,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40616,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40622,SAL40622,Inkerman,5550,SA,South Australia,Rural locality,Wakefield,Rest of SA,19,46.351,-34.285,138.25811,Australia/Adelaide,state suburbs
SSC11982,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11982,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11991,SAL11991,Invergordon,2422,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,387,43.412,-32.04946,151.72083,Australia/Sydney,state suburbs
SSC21224,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21224,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21233,SAL21233,Invergordon,3636,VIC,Victoria,Rural locality,Moira,Rest of VIC,113,107.612,-36.14919,145.57818,Australia/Melbourne,state suburbs
SSC21227,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21227,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21236,SAL21236,Invermay,3352,VIC,Victoria,Rural locality,Ballarat,Rest of VIC,481,22.495,-37.50046,143.87718,Australia/Melbourne,state suburbs
SSC60285,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60285,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60288,SAL60288,Invermay,7248,TAS,Tasmania,Urban locality,Launceston,Rest of TAS,8,4.028,-41.42096,147.13258,Australia/Hobart,state suburbs
SSC60286,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60286,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60289,SAL60289,Irishtown,7330,TAS,Tasmania,Rural locality,Circular Head,Rest of TAS,160,33.699,-40.91996,145.15429,Australia/Hobart,state suburbs
SSC21231,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21231,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21240,SAL21240,Irishtown,3451,VIC,Victoria,Rural locality,Mount Alexander,Rest of VIC,324,2.438,-37.14757,144.23105,Australia/Melbourne,state suburbs
SSC21232,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21232,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21241,SAL21241,Ironbark,3550,VIC,Victoria,Urban locality,Greater Bendigo,Rest of VIC,254,0.921,-36.75511,144.26399,Australia/Melbourne,state suburbs
SSC31424,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31424,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31408,SAL31408,Ironbark,4306,QLD,Queensland,Rural locality,Ipswich,Greater Brisbane,78,15.062,-27.55548,152.67337,Australia/Brisbane,state suburbs
SSC11985,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11985,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11994,SAL11994,Ironbark,2347,NSW,New South Wales,Rural locality,Tamworth Regional,Rest of NSW,645,142.945,-30.27649,150.78517,Australia/Sydney,state suburbs
SSC11988,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC11988,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL11997,SAL11997,Irymple,2835,NSW,New South Wales,Rural locality,Cobar,Rest of NSW,163,2248.569,-32.53554,145.44424,Australia/Sydney,state suburbs
SSC21236,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21236,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21245,SAL21245,Irymple,3498,VIC,Victoria,Rural locality,Mildura,Rest of VIC,56,64.518,-34.24559,142.16577,Australia/Melbourne,state suburbs
SSC40630,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40630,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40636,SAL40636,Jamieson,5640,SA,South Australia,Rural locality,Cleve,Rest of SA,284,114.071,-33.41938,136.41091,Australia/Adelaide,state suburbs
SSC21244,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21244,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21253,SAL21253,Jamieson,3723,VIC,Victoria,Rural locality,Mansfield,Rest of VIC,328,152.708,-37.27108,146.12595,Australia/Melbourne,state suburbs
SSC31453,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31453,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31438,SAL31438,Jericho,4728,QLD,Queensland,Rural locality,Barcaldine,Rest of QLD,352,86.47,-23.57812,146.12569,Australia/Brisbane,state suburbs
SSC21257,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21257,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21266,SAL21266,Jericho,3825,VIC,Victoria,Rural locality,Baw Baw,Rest of VIC,980,237.093,-37.66815,146.24699,Australia/Melbourne,state suburbs
SSC60288,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60288,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60291,SAL60291,Jericho,7030,TAS,Tasmania,Rural locality,Southern Midlands,Rest of TAS,388,91.517,-42.38982,147.29103,Australia/Hobart,state suburbs
SSC21285,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21285,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21293,SAL21293,Kangaroo Flat,3555,VIC,Victoria,Urban locality,Greater Bendigo,Rest of VIC,265,18.142,-36.80627,144.243,Australia/Melbourne,state suburbs
SSC40651,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40651,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40657,SAL40657,Kangaroo Flat,5118,SA,South Australia,Rural locality,Light,Greater Adelaide,59,18.76,-34.54987,138.69073,Australia/Adelaide,state suburbs
